1,Canada                                  ,Ontario                                 ,Sault Ste. Marie                        ,"Capeners  Avenue, 3157",CaSa1,GEO001
914,China                                   ,Liaoning                                ,Shenyang                                ,"Rivervalley Street, 9938",ChSh914,GEO001
915,China                                   ,Heilongjiang Sheng                      ,Shanhetun                               ,"Marina  Road, 1077",ChSh915,GEO001
916,China                                   ,Hebei                                   ,Shanhaiguan                             ,"Sheffield Hill, 651",ChSh916,GEO001
917,China                                   ,Heilongjiang Sheng                      ,Shangzhi                                ,"Blake  Tunnel, 2721",ChSh917,GEO001
919,China                                   ,Inner Mongolia                          ,Salaqi                                  ,"Heritage Boulevard, 9789",ChSa919,GEO001
920,China                                   ,Heilongjiang Sheng                      ,Fendou                                  ,"Canon Lane, 7146",ChFe920,GEO001
921,China                                   ,Heilongjiang Sheng                      ,Taihe                                   ,"Apsley    Hill, 2617",ChTa921,GEO001
922,China                                   ,Heilongjiang Sheng                      ,Qiqihar                                 ,"Boldero   Lane, 8223",ChQi922,GEO001
923,China                                   ,Heilongjiang Sheng                      ,Qinggang                                ,"Calvin   Street, 2015",ChQi923,GEO001
924,China                                   ,Jilin Sheng                             ,Qianguo                                 ,"Besson  Tunnel, 7096",ChQi924,GEO001
926,China                                   ,Jilin Sheng                             ,Panshi                                  ,"Clavell   Crossroad, 3013",ChPa926,GEO001
927,China                                   ,Liaoning                                ,Panshan                                 ,"Blenkarne  Pass, 2505",ChPa927,GEO001
928,China                                   ,Heilongjiang Sheng                      ,Nianzishan                              ,"Andsell    Avenue, 5164",ChNi928,GEO001
929,China                                   ,Heilongjiang Sheng                      ,Nenjiang                                ,"Monroe Drive, 5280",ChNe929,GEO001
930,China                                   ,Heilongjiang Sheng                      ,Nehe                                    ,"Queensberry  Vale, 2817",ChNe930,GEO001
931,China                                   ,Liaoning                                ,Nantai                                  ,"Battis   Drive, 8511",ChNa931,GEO001
